id:1,锈渍铁剑,下一次造成的伤害提升25%（血量低于10时才能使用）
id:8397,土龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8398,灵龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8399,灵龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8400,灵龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8401,灵龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8402,灵龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8403,灵龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8404,暴龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8405,暴龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8406,暴龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8407,暴龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8408,暴龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8409,暴龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8410,吞云蟒皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8411,吞云蟒眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8412,吞云蟒牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8413,吞云蟒鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8414,吞云蟒胃袋,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8415,吞云蟒骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8416,渊虾壳,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8417,渊虾眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8418,渊虾刺,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8419,渊虾背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8420,渊虾心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8421,渊虾足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8422,鲲皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8423,御水珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8424,鲲角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8425,鲲背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8426,鲲心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8427,鲲骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8428,残灯鱼皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8429,残灯,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8430,残灯鱼牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8431,残灯鱼鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8432,残灯鱼心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8433,残灯鱼鳍,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8434,砗磲内膜,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8435,蛤珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8436,砗磲壳,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8437,砗磲腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8438,砗磲土核,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8439,砗磲内甲,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8440,冥河水母皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8441,冥河水母毒刺,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8442,冥河水母牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8443,冥河水母腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8444,冥河水母心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8445,冥河水母触手,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8446,深海章鱼皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8447,深海章鱼墨囊,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8448,深海章鱼触手,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8449,深海章鱼骨刺,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8450,深海章鱼眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8451,深海章鱼牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8452,金鹏羽,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8453,金鹏眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8454,金鹏喙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8455,金鹏腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8456,金鹏心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8457,金鹏爪,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8458,旋龟甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8459,旋龟眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8460,旋龟喙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8461,旋龟鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8462,旋龟心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8463,旋龟爪,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8464,蓬莎巨蟹腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8465,蓬莎巨蟹眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8466,蓬莎巨蟹螯,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8467,蓬莎巨蟹背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8468,蓬莎巨蟹心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8469,蓬莎巨蟹足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8470,火蟾皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8471,火蟾珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8472,火蟾骨,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8473,火蟾背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8474,火蟾心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8475,火蟾足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8476,裂地蜥龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8477,裂地蜥龙逆鳞,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8478,裂地蜥龙爪,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8479,裂地蜥龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8480,裂地蜥龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8481,裂地蜥龙足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8482,冥河水母皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8483,冥河水母毒刺,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8484,冥河水母牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8485,冥河水母腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8486,冥河水母心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8487,冥河水母触手,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8488,深海章鱼皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8489,深海章鱼眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8490,深海章鱼牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8491,深海章鱼甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8492,深海章鱼心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8493,深海章鱼骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8494,金龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8495,金龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8496,金龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8497,金龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8498,金龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8499,金龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8500,木龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8501,木龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8502,木龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8503,木龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8504,木龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8505,木龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8506,水龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8507,水龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8508,水龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8509,水龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8510,水龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8511,水龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8512,火龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8513,火龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8514,火龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8515,火龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8516,火龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8517,火龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8518,土龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8519,土龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8520,土龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8521,土龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8522,土龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8523,土龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8524,灵龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8525,灵龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8526,灵龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8527,灵龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8528,灵龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8529,灵龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8530,暴龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8531,暴龙珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8532,暴龙角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8533,暴龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8534,暴龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8535,暴龙牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8536,金鹏羽,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8537,金鹏眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8538,金鹏喙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8539,金鹏腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8540,金鹏心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8541,金鹏爪,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8542,旋龟甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8543,旋龟眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8544,旋龟喙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8545,旋龟鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8546,旋龟心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8547,旋龟爪,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8548,蓬莎巨蟹腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8549,蓬莎巨蟹眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8550,蓬莎巨蟹螯,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8551,蓬莎巨蟹背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8552,蓬莎巨蟹心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8553,蓬莎巨蟹足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8554,火蟾皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8555,火蟾珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8556,火蟾骨,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8557,火蟾背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8558,火蟾心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8559,火蟾足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8560,裂地蜥龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8561,裂地蜥龙逆鳞,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8562,裂地蜥龙爪,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8563,裂地蜥龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8564,裂地蜥龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8565,裂地蜥龙足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8566,冥河水母皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8567,冥河水母毒刺,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8568,冥河水母牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8569,冥河水母腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8570,冥河水母心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8571,冥河水母触手,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8572,深海章鱼皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8573,深海章鱼眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8574,深海章鱼牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8575,深海章鱼甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8576,深海章鱼心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8577,深海章鱼骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8578,冥河水母皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8579,冥河水母毒刺,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8580,冥河水母牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8581,冥河水母腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8582,冥河水母心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8583,冥河水母触手,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8584,深海章鱼皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8585,深海章鱼墨囊,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8586,深海章鱼触手,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8587,深海章鱼骨刺,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8588,深海章鱼眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8589,深海章鱼牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8590,妖丹·神,妖丹，可以直接服用，但用于炼药效果更佳
id:8591,妖丹·神,妖丹，可以直接服用，但用于炼药效果更佳
id:8592,妖丹·神,妖丹，可以直接服用，但用于炼药效果更佳
id:8593,妖丹·神,妖丹，可以直接服用，但用于炼药效果更佳
id:8594,妖丹·神,妖丹，可以直接服用，但用于炼药效果更佳
id:8595,妖丹·混元,妖丹，可以直接服用，但用于炼药效果更佳
id:8596,妖丹·混元,妖丹，可以直接服用，但用于炼药效果更佳
id:8597,妖丹·混元,妖丹，可以直接服用，但用于炼药效果更佳
id:8598,妖丹·混元,妖丹，可以直接服用，但用于炼药效果更佳
id:8599,妖丹·混元,妖丹，可以直接服用，但用于炼药效果更佳
id:8600,金鹏羽,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8601,金鹏眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8602,金鹏喙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8603,金鹏腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8604,金鹏心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8605,金鹏爪,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8606,旋龟甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8607,旋龟眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8608,旋龟喙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8609,旋龟鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8610,旋龟心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8611,旋龟爪,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8612,蓬莎巨蟹腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8613,蓬莎巨蟹眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8614,蓬莎巨蟹螯,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8615,蓬莎巨蟹背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8616,蓬莎巨蟹心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8617,蓬莎巨蟹足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8618,火蟾皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8619,火蟾珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8620,火蟾骨,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8621,火蟾背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8622,火蟾心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8623,火蟾足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8624,裂地蜥龙皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8625,裂地蜥龙逆鳞,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8626,裂地蜥龙爪,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8627,裂地蜥龙鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8628,裂地蜥龙心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8629,裂地蜥龙足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8630,冥河水母皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8631,冥河水母毒刺,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8632,冥河水母牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8633,冥河水母腔骨,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8634,冥河水母心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8635,冥河水母触手,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8636,深海章鱼皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8637,深海章鱼眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8638,深海章鱼牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8639,深海章鱼甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8640,深海章鱼心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8641,深海章鱼骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8642,鲲皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8643,御水珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8644,鲲角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8645,鲲背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8646,鲲心,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8647,鲲骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8648,吞云蟒皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8649,吞云蟒眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8650,吞云蟒牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8651,吞云蟒鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8652,吞云蟒胃袋,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8653,吞云蟒骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8654,尸蛟皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8655,尸蛟珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8656,尸蛟角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8657,尸蛟鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8658,尸蛟心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8659,尸蛟牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8660,冥鲲皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8661,玄冥珠,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8662,冥鲲角,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8663,冥鲲背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8664,冥鲲心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8665,冥鲲骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8666,冥蛛腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8667,冥蛛眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8668,冥蛛牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8669,冥蛛背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8670,冥蛛心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8671,冥蛛足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8678,万载冰心石,增幅神念的矿石材料，可用于炼器，坚固最强、韧性次之，但灵性为零。
id:8700,精铁,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8701,星陨铁,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8702,凤鸣铁,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8703,庚金,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8704,阳金铁心,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8705,瑶光金璃铁,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8706,金硫铁,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8707,月灵铁,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8708,星辰钢,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8709,阳鑫钢,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8710,阳宵铁,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8711,太初金殒钢,金属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8712,木元铁,木属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8713,森凌铜,木属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
id:8714,月森铁,木属性金属材料，可用于炼器，韧性最强、亲和次之，但坚固为零。
